row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML Peak area,
4585,165.05459057716502,11.225351,,,,536,,,,,,,307523.25,0,0,0,176848.0,153143.97,156739.73,169060.03,154395.69,168713.77,177020.02,168727.42,173818.38,159082.38,157626.5,166200.47,
7683,165.98299326466523,15.800617,,,,,,,,,,,90194.945,29141.365,32817.61,33144.16,56073.766,28237.479,26785.492,36777.227,28686.523,29030.379,27380.305,25705.705,28272.07,28960.605,35599.633,27723.746,
7750,165.9830106718142,16.06365,,,,471,,,,,,,188816.9,143581.2,146950.64,146530.7,135154.22,120688.52,108120.45,131106.5,100678.234,114726.29,67454.484,60374.996,112757.32,117093.24,83161.266,36232.87,
1192,166.12271070984752,6.0703025,,,,,,,,,,,0,202961.42,193096.8,134863.34,7516.641,5501.01,0,0,7387.3013,0,24660.162,44423.426,23086.084,109666.516,105403.6,120957.61,
3568,167.1066911460578,9.570318,,,,,,,,,,,0,61957.945,61277.254,74937.8,21714.133,26914.473,20538.78,24583.646,26054.775,18030.127,62307.234,58643.71,51276.445,120087.836,100076.01,112867.35,
5614,167.14304893797063,12.166686,,,,312,,,,,,,0,0,0,0,49386.223,38964.723,38869.203,39855.844,30425.41,39922.03,64691.977,57705.76,67083.6,78558.56,73521.4,110237.91,
1347,167.15431624347187,6.1930356,,,,,,,,,,,0,89000.07,88898.92,86612.85,2426.727,1813.9097,0,0,1867.071,0,21281.39,22103.828,25329.553,51186.383,44518.266,51487.324,
1350,168.08802750486046,6.195927,,,,296,,,,,,,12739.4,0,0,0,135086.75,144279.81,169842.75,153562.3,139916.95,168891.16,200535.97,207420.97,212005.25,470942.16,462426.56,498218.62,
313,168.13841147537676,1.4791474,,,,426,,,,,,,0,87757.46,96240.734,92385.03,0,2651.2068,0,0,0,0,22258.404,23020.041,23198.01,91835.664,88189.49,84702.8,
1721,169.08596014926812,6.554163,,,,40,,,,,,,0,0,0,0,42884.87,35646.477,42778.87,40135.25,39307.273,34292.492,46814.207,50867.168,43924.54,34465.242,48264.938,42250.58,
1961,169.0859780035008,6.824276,,,,228,,,,,,,0,0,0,0,119209.87,120937.48,132343.78,120585.06,117796.47,129354.41,173557.61,241271.86,160728.36,193472.78,188119.52,204728.36,
1,169.97728100197526,0.023131214,,,,0,,,,,,,40759.41,18403.393,20164.203,20631.615,46160.66,18884.492,18464.896,19672.31,17872.89,17420.88,18444.898,18160.818,18302.469,20002.645,28442.219,17978.705,
7758,169.97741140054507,16.09487,,,,35,,,,,,,804748.5,558869.75,478687.06,452728.38,396753.56,414788.5,350979.78,405432.47,345819.97,357020.2,305954.88,367427.1,308585.2,443083.3,374029.44,288819.0,
2250,170.09644258831017,7.1493583,,,,155,,,,,,,0,0,3752.7031,0,496369.2,475581.9,484005.56,476806.94,466498.1,471083.9,518444.47,550997.6,487332.66,444106.7,403772.5,455403.56,
4450,171.11685214620545,11.0550375,,,,87,,,,,,,0,0,0,0,41305.844,45082.03,55610.676,56812.086,46964.47,58979.445,67757.31,73992.7,63432.746,88110.33,61498.473,90835.43,
3853,171.13797281425875,10.218556,,,,240,,,,,,,0,0,0,0,64102.414,70920.64,70444.55,60638.617,73209.66,65292.35,79155.33,77547.81,70574.914,49769.566,48700.133,60392.32,
2458,171.14922570792686,7.388916,,,,,,,,,,,20994.207,60825.715,65328.285,63966.965,65471.336,65666.875,64143.54,68039.41,70904.46,68482.484,81919.89,85711.66,78758.27,91838.21,83407.06,93817.305,
4056,172.16957772405524,10.5477085,,,,268,,,,,,,0,18086.291,16415.258,16613.135,294475.06,279972.9,273014.44,273214.9,296041.78,296005.84,326039.94,305150.1,376652.38,64034.594,62353.64,74077.08,
3921,172.1695799806056,10.368564,,,,,,,,,,,0,0,0,0,131571.45,80432.516,75916.484,142551.16,79708.64,117429.35,126480.77,100154.79,99285.15,136550.75,118714.625,69308.58,
3771,172.1696288290152,10.050285,,,,,,,,,,,6080.9146,6540.8223,3824.843,3618.2695,1718990.1,1790589.0,1674190.9,1671201.0,1719319.0,1680863.1,1964167.6,1954130.0,1978641.5,1696974.6,1804519.1,1788135.9,
6055,173.13242101928716,12.501988,,,,326,,,,,,,0,0,2133.0833,1599.5858,85953.39,69115.836,77842.61,60412.33,81862.734,75131.58,104603.445,110373.47,87495.32,207830.2,190966.39,184658.8,
4053,173.132497828872,10.544665,,,,268,60,[M-2H2O+H]+,,2,4045;4053,208.1464,0,0,0,0,86502.8,62141.0,65755.44,43322.902,68662.79,77239.55,95665.25,96918.625,109477.95,59223.875,40073.527,44546.875,
4609,173.13254774498625,11.248295,,,,132,,,,,,,0,9487.839,5463.615,9146.797,55891.773,75854.15,64970.484,57833.523,62568.906,63940.49,74776.83,93978.11,87037.88,145732.94,231873.31,95413.27,
4565,173.13257071022068,11.186288,,,,148,,,,,,,0,0,0,0,60688.8,100751.4,65563.89,84400.08,181552.92,72235.64,146706.84,159476.97,136453.77,93137.54,103697.44,104254.5,
4788,173.132574313451,11.424407,,,,310,,,,,,,0,0,0,1477.2461,47273.164,55642.08,52056.152,78210.6,46270.414,50937.28,52480.94,77769.234,54224.758,61222.684,53944.797,60667.324,
5582,174.12769762278006,12.140391,,,,407,,,,,,,11575.514,6579.617,6012.5645,4687.4756,50188.04,50578.902,53928.31,61472.152,56356.508,41850.36,55261.527,56612.59,55072.125,29717.074,26694.074,23896.6,
3791,175.11179241919953,10.071205,,,,74,,,,,,,0,0,0,0,82054.39,74988.625,78816.01,71394.62,81022.484,78681.14,86053.0,130551.96,94382.195,136197.34,113457.98,179227.45,
3132,175.1118050922037,8.530992,,,,,,,,,,,0,55483.523,81435.63,64179.953,58725.008,50796.79,0,45504.883,50628.918,48527.53,43808.86,80560.07,70768.96,77754.5,74208.03,103504.125,
3998,175.11180601261506,10.487416,,,,31,,,,,,,0,0,0,2521.85,158486.67,158318.6,136633.0,108912.67,125979.48,106890.43,136452.77,140614.25,208398.1,262816.25,160249.52,185189.97,
7645,175.1229638165638,15.573243,,,,,,,,,,,0,45027.336,67024.55,0,53417.19,34731.742,58388.754,39645.93,21822.043,72922.125,47926.266,20319.5,47468.637,0,0,20054.963,
7662,175.12299882781855,15.7013645,,,,,,,,,,,0,0,429214.84,149056.53,110653.45,125311.16,401139.7,133387.08,0,0,0,0,0,0,46955.293,0,
7460,175.12301316723372,13.876113,,,,,,,,,,,60801.535,48930.516,26765.902,0,43783.29,41678.14,18427.22,0,29264.086,22178.66,32517.234,35660.71,44232.055,172008.98,35124.59,42579.297,
7671,175.12304676538648,15.741931,,,,285,,,,,,,497378.8,414614.84,152883.03,414494.47,412738.9,380669.16,176972.58,405088.2,345555.25,306694.34,354698.34,341368.78,385934.75,401225.0,396008.8,365780.38,
5218,175.1481886411259,11.862493,,,,386,,,,,,,0,0,0,0,94086.19,131088.6,93071.125,101960.17,76504.375,62030.496,114689.45,97235.76,173665.94,86217.58,94982.05,92279.914,
4853,175.14819597490614,11.5027895,,,,345,,,,,,,0,0,0,0,116412.85,75862.4,71520.82,109730.9,90927.75,84008.99,87816.836,125384.805,74786.44,164139.47,139988.69,118925.25,
1168,176.14346514066486,6.028143,,,,,,,,,,,0,625351.2,611244.9,605858.56,4966.63,4790.143,0,0,13359.945,1633.7075,31761.963,36611.06,30523.996,76292.34,72291.86,61566.562,
3115,177.09101543194586,8.508363,,,,,,,,,,,0,0,0,0,70270.53,76945.39,77625.56,137421.83,66793.22,72186.78,196268.95,228738.0,85829.88,99076.54,96085.695,262951.66,
1645,177.09107136012415,6.4831595,,,,506,,,,,,,0,0,0,0,74802.14,81789.09,63520.664,79750.766,74696.055,77799.4,78305.32,71101.75,81751.2,79013.56,65593.125,71226.234,
4249,177.12734369156342,10.767268,,,,77,,,,,,,0,0,0,0,124761.09,148499.56,133986.95,133018.42,120324.53,92501.4,134506.08,133860.48,144178.52,126412.836,143528.58,131125.62,
3586,177.12741895082615,9.650923,,,,,,,,,,,0,0,0,0,73101.41,59102.36,61114.484,71455.01,69789.32,88611.53,87155.16,94057.68,82287.94,19816.617,21362.533,29437.297,
6561,177.16370406109857,12.817573,,,,69,,,,,,,0,0,0,0,142872.8,120487.23,135444.45,113276.34,140881.27,107201.83,201000.08,166122.92,175383.73,254662.95,176591.78,224658.97,
5191,177.16383822127932,11.807313,,,,313,,,,,,,0,0,0,0,44228.465,82872.43,52219.047,75616.87,64568.582,45504.89,41121.027,47630.99,48538.996,25038.273,21446.066,27761.42,
7734,178.1590600006674,15.933112,,,,115,,,,,,,779335.0,709011.44,699081.1,708961.75,660315.44,647814.44,662952.1,663835.7,642693.56,655723.94,631116.7,582580.9,637799.8,653048.5,606215.1,583088.0,
2744,178.15909520449068,7.838281,,,,,,,,,,,0,139890.25,130148.77,154681.94,1598.5283,2890.4873,0,0,0,1585.3547,11041.461,20778.723,10409.654,50596.098,88133.48,42846.656,
2229,178.1591211992256,7.121732,,,,,,,,,,,0,268277.34,263705.72,264690.84,8110.775,8898.902,1635.4165,0,15905.547,0,63701.56,27368.943,36877.36,216340.92,80189.71,163192.73,
7600,179.09261758380268,15.035269,,,,,,,,,,,35462.46,52816.516,67562.89,0,53508.98,50618.39,49107.96,53178.664,66362.81,0,500009.56,51241.0,52901.37,21607.21,31272.312,27993.223,
7616,179.092691311257,15.10367,,,,365,,,,,,,48125.08,0,56825.65,500927.44,49802.414,25213.963,39459.11,0,0,52276.633,49855.78,47751.203,38504.156,40493.223,354714.88,51348.68,
7560,179.09270673965088,14.697382,,,,,,,,,,,0,62639.785,145497.53,356830.16,19730.895,36489.53,49748.113,43505.035,38283.938,47913.53,291249.7,28708.844,33442.574,176975.61,314526.22,47084.03,
7504,179.09272052623507,14.118443,,,,,,,,,,,29274.203,17776.168,15296.33,31725.24,31224.098,32170.566,28900.066,14515.227,23865.621,31236.975,15705.017,32353.312,107343.984,21628.488,36606.676,17275.621,
7640,179.09272579836988,15.487428,,,,,,,,,,,51267.004,52331.785,49372.55,52666.895,0,52490.45,53586.43,0,51576.297,53094.97,51717.26,0,49952.293,427540.06,53397.85,0,
7521,179.0927569244385,14.276701,,,,545,,,,,,,14100.021,54019.742,133950.27,26339.988,37425.844,0,29955.598,27010.684,20113.129,0,41404.438,15171.559,0,127034.89,38335.492,134878.05,
3620,179.10664200558136,9.68964,,,,191,,,,,,,0,17455.365,19359.32,15838.219,87148.44,79895.21,76472.43,77658.734,76631.54,89510.53,107759.055,106620.13,107756.39,106109.195,119183.86,129030.484,
3527,179.10667384677083,9.468514,,,,278,,,,,,,0,66637.266,62594.477,60690.8,82722.53,66951.16,105866.72,79096.67,82171.08,88036.83,135145.8,151914.8,119742.945,104045.76,94172.64,106919.17,
3402,179.10667635976114,9.217275,,,,234,,,,,,,0,0,0,2212.8135,188855.39,214330.8,193581.98,166656.53,193949.89,220010.39,251045.33,270293.66,276880.53,257695.56,272608.9,288945.75,
1567,179.10671950235331,6.4062576,,,,189,,,,,,,0,469217.4,414974.34,436061.56,75903.95,70460.37,59890.85,46791.63,78237.016,62415.234,148094.4,144892.03,134600.69,373444.03,352178.84,385247.88,
1949,179.10673073966498,6.8070445,,,,376,,,,,,,0,536779.94,535213.2,593664.8,169440.45,168985.23,124193.94,94861.34,163592.11,121612.57,246951.27,283317.94,270941.97,573775.5,583771.06,611605.94,
4304,179.14305678964885,10.868733,,,,238,,,,,,,0,0,0,0,66588.21,75585.445,57503.94,75741.81,73559.766,69743.15,74188.59,97825.78,68711.49,85882.12,76832.25,92928.21,
4457,179.14310470699866,11.055987,,,,87,,,,,,,0,0,0,0,117438.78,120585.41,94028.625,106773.82,89233.81,121898.99,107807.79,99051.92,105906.15,138109.0,159848.22,128679.16,
441,180.1019567689904,4.475448,,,,,,,,,,,0,8027.3555,6904.8184,8151.328,25382.58,32948.22,29709.03,27671.14,31751.205,31326.055,41531.477,66083.4,32933.96,93921.766,95713.16,103608.26,
232,180.1019959151865,1.0313674,,,,,,,,,,,0,25999.828,24464.34,26186.088,66567.49,64197.926,30254.846,67366.414,61395.32,26999.355,25488.824,44485.348,34190.32,40578.727,41071.566,28671.389,
160,180.10199613004482,0.8080699,,,,,,,,,,,0,20359.533,15222.188,17416.941,58997.152,74401.04,63183.41,63078.68,71324.53,64680.152,86165.9,70456.05,59058.727,71310.34,61099.4,102995.31,
320,180.102024076357,1.5189111,,,,,,,,,,,0,95182.055,98586.16,97655.31,18185.67,18501.361,17692.5,11685.82,18483.887,11124.138,31123.574,27143.023,33563.188,39262.797,40077.86,38237.0,
269,180.1020241191338,1.2013742,,,,505,,,,,,,0,0,7102.997,0,139613.72,166518.73,128014.57,168952.4,105327.16,167724.5,186306.2,221239.89,231562.92,238372.08,304060.16,271136.38,
4052,180.1746629140863,10.546266,,,,268,63,[M+NH4]+,,2,4052;4058,162.1408,0,2418.561,0,0,204145.84,242103.62,220201.19,208197.42,206739.0,242894.14,315320.22,268242.28,300768.7,47192.2,40206.633,44565.227,
3300,180.17471797452285,9.000355,,,,358,,,,,,,20223.46,31065.744,29019.332,28988.75,78998.89,86525.08,86074.62,71479.68,82486.875,70403.586,48309.81,48496.625,40943.5,0,0,0,
7682,181.01449428501238,15.799153,,,,525,,,,,,,233105.73,81103.55,161081.47,167298.27,81902.52,133313.05,155021.22,76530.42,50362.637,117564.77,143576.34,53297.035,113102.85,138920.48,178219.6,142814.8,
7759,181.01456973008817,16.091944,,,,,,,,,,,349711.72,251936.34,272292.4,0,0,199507.56,182722.81,236280.12,661251.25,192733.38,180327.08,426955.66,256453.78,284958.28,300912.7,428294.78,
3212,181.08588084090493,8.749129,,,,26,,,,,,,0,0,0,0,140233.02,133986.39,141329.69,131835.56,130314.375,125918.57,175412.19,165918.27,166171.16,202493.73,201244.06,167286.38,
3309,181.0858821080568,9.020814,,,,262,,,,,,,0,0,0,0,85764.0,103869.93,84450.49,77474.48,99742.11,68995.164,116025.46,103470.9,117509.01,157081.19,191008.33,207726.98,
3604,181.11304313883687,9.656881,,,,,,,,,,,0,53632.8,51504.234,54643.52,0,0,0,0,0,0,15045.906,18853.414,19062.932,30537.219,38468.074,40743.742,
4200,181.1222699188688,10.727084,,,,231,,,,,,,0,65978.1,0,60883.863,230413.72,171756.34,181306.98,179877.0,188062.34,147103.86,277547.75,206201.23,230234.2,209999.27,278411.4,317590.47,
4142,181.12229644528472,10.645587,,,,204,,,,,,,0,81532.54,71676.16,76636.28,54807.664,94724.8,55447.11,43651.023,67798.266,50349.47,153614.7,158001.28,468582.7,187663.39,199917.52,374733.06,
3595,181.12230941091573,9.655264,,,,340,,,,,,,0,1.0344672E7,9513488.0,1.0173547E7,981307.6,963353.4,161197.05,129000.25,1022242.56,153085.88,3563585.0,3504469.5,3798649.8,1.1000366E7,1.0171315E7,1.0995017E7,
6065,181.15859019790514,12.505507,,,,326,,,,,,,0,0,0,0,124248.04,97207.266,98734.945,64570.156,102002.46,85786.73,158342.64,164018.86,140939.0,243170.53,272805.66,228825.66,
4933,181.15863273242766,11.586423,,,,129,,,,,,,0,0,0,0,79649.95,74811.39,74780.59,89769.01,81927.03,76953.32,109653.41,108879.13,104892.49,114543.15,107258.19,105090.24,
5153,181.1587096329431,11.771451,,,,42,,,,,,,0,0,0,0,30256.156,59078.3,41994.668,44267.04,41160.562,30055.973,67829.98,61375.867,72390.625,53761.46,52626.855,56741.613,
2647,182.10404144076165,7.692523,,,,294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1780.8093,1402.897,108677.29,86461.12,111425.75,
1988,182.11764103558068,6.859675,,,,245,,,,,,,204544.17,0,0,0,101732.91,99375.82,103844.85,96553.21,105900.67,93804.36,116426.26,117971.16,117889.3,95275.94,116736.21,109653.266,
1691,182.19045555267428,6.524863,,,,424,,,,,,,0,0,0,0,44338.914,42191.09,48819.89,42931.07,42239.188,43507.52,53142.664,60195.742,52067.695,45180.305,44279.69,47151.47,
