row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML Peak area,
25500,154.99019041155526,9.39937,,,,,,,,,,,230762.12,183543.28,210939.66,203106.69,105099.68,41063.434,117481.77,112312.39,104048.875,100929.04,69606.35,49277.895,74216.984,55680.332,52829.93,36550.516,
2,154.9903112726588,0.023131214,,,,,,,,,,,632917.75,203507.44,268293.9,252429.4,251889.05,240441.95,327211.53,236562.34,296098.7,216402.62,354412.94,264908.78,260554.6,309250.7,295109.47,227474.66,
31,154.99029953806263,0.674662,,,,,,,,,,,56617.605,44654.92,37090.566,49869.383,37631.676,49669.254,43884.297,37050.62,27789.348,38537.336,49776.406,49795.75,55159.77,44360.6,32944.19,45118.043,
39933,155.993611616094,16.092117,,,,,,,,,,,53894.613,47981.527,49621.89,46342.21,44830.867,40111.08,41060.945,37021.508,46687.47,53328.656,60041.598,56009.06,37200.04,61572.297,44375.94,46865.387,
39942,156.99082450865393,16.109207,,,,,,,,,,,205357.44,157378.44,82949.68,154604.83,138085.75,103814.46,147962.86,109942.48,194106.28,130947.21,99670.27,62078.73,84474.516,99799.945,142732.11,63307.617,
39923,156.99084806733143,16.011433,,,,,,,,,,,121864.44,66019.85,182062.22,75955.79,49666.883,36477.953,46945.965,44026.707,85037.57,36226.805,34380.273,16401.113,23452.754,41461.13,53618.645,15015.209,
29517,157.1012998043367,10.486574,,,,,,,,,,,0,0,0,0,57274.22,59016.21,64061.84,63363.5,65401.074,58416.246,71343.02,67153.984,82697.29,128506.03,143593.75,103605.84,
1064,158.0965363954069,4.707745,,,,,,,,,,,0,18052.252,6661.495,13308.729,120658.32,97648.51,117818.77,145458.47,127666.73,150741.73,129383.695,172888.81,138584.53,112905.93,128750.086,141072.06,
39805,158.1540577985752,15.734749,,,,,,,,,,,58236.945,50333.34,57560.61,63376.742,53836.285,51628.258,52337.688,51375.25,49548.28,42678.31,54151.707,50185.97,50327.637,41248.55,53347.79,52037.29,
38522,158.15383699642302,13.14397,,,,,,,,,,,614542.94,267979.34,15157.997,28525.832,38365.895,238486.4,65794.78,57376.527,267773.78,45480.895,49462.54,361527.75,68049.11,74246.71,187691.03,50637.793,
38808,158.15390886291738,13.294584,,,,,,,,,,,107012.805,70834.13,118397.17,254642.11,25311.068,76388.61,67974.28,44456.727,62710.14,37368.812,243977.61,61607.49,126061.74,262434.34,81538.7,60355.87,
39171,158.15397282800953,13.600005,,,,,,,,,,,89110.74,45399.94,57204.742,79536.91,26098.664,54947.945,36259.64,34945.234,66171.59,32360.414,13838.646,19342.377,43523.855,54136.414,56115.812,34496.277,
39066,158.15388152334256,13.479691,,,,,,,,,,,97675.8,70934.984,54314.85,40347.547,398567.47,54357.87,331464.34,103094.33,60521.113,102105.97,46710.5,65931.84,62623.168,35965.883,29250.879,111519.88,
39308,158.15398933901972,13.821997,,,,,,,,,,,53048.895,25857.62,12727.823,87808.586,57615.996,31928.209,53818.28,55072.414,94225.555,46502.566,47477.31,52288.48,13792.64,34647.195,15422.541,46586.457,
26713,158.1540764961152,9.707367,,,,,,,,,,,0,105908.54,93390.32,97319.93,100818.91,120999.34,140762.69,114520.08,114320.9,136901.05,164203.8,176019.48,163637.66,28441.678,32720.084,29002.008,
27168,158.15412503420902,9.836072,,,,,,,,,,,829655.2,681719.2,660571.75,668006.0,1869309.4,1987817.0,1882903.2,1876760.9,1995300.6,1953446.8,2315507.2,2347993.2,2263509.0,1911863.1,1816500.9,1890901.9,
39929,158.98612323543009,16.097399,,,,,,,,,,,113831.99,38608.58,64642.637,44853.008,21615.137,29632.191,18826.527,33235.992,44612.96,30124.164,25316.822,20594.11,19135.33,26425.201,39807.797,20121.162,
30776,159.11674298734752,10.7714615,,,,,,,,,,,0,0,0,0,87693.78,77111.016,95702.64,94613.66,111145.44,118411.01,131556.3,111611.914,103880.48,267293.75,237352.88,140196.64,
35547,159.11670691411123,12.157683,,,,,,,,,,,0,1704.8075,1888.3413,0,47935.332,47186.84,61126.78,48866.008,67231.06,59960.68,86565.445,60114.65,87226.39,59101.727,67396.44,75238.78,
542,160.0757242081821,1.4196649,,,,,,,,,,,0,0,0,0,37083.0,44146.93,44541.797,39918.047,43599.637,46012.812,42241.05,36412.934,38578.973,32380.98,29624.184,35465.688,
4058,160.0757284895537,5.8086686,,,,,,,,,,,0,0,0,0,172990.25,148288.84,142873.61,170673.27,134182.03,151843.1,190964.69,171739.34,176501.27,68527.9,101385.86,75251.375,
39685,161.0821396115716,15.026098,,,,,,,,,,,30067.418,111820.7,67599.305,64321.777,136585.36,270216.34,79836.125,90890.96,249882.7,125036.27,293952.5,62968.715,199865.72,98533.984,87504.984,473804.6,
39609,161.08217350072476,14.758807,,,,,,,,,,,162061.69,71001.92,140886.02,44438.89,145991.98,84846.44,348671.28,72900.16,40840.133,222748.2,244067.22,74305.47,103897.445,52280.27,233315.14,98214.33,
39755,161.08220368528774,15.386712,,,,,,,,,,,84472.33,114363.29,57905.69,114243.055,208509.64,268448.97,112916.18,91410.68,93406.97,88013.69,71190.625,403504.1,94263.95,101757.38,411937.22,237623.75,
39713,161.082181476688,15.121395,,,,,,,,,,,81142.3,96135.336,453367.1,416163.06,49126.83,63799.457,386197.25,49119.363,98836.43,53415.242,84429.05,52405.035,85552.52,332008.78,108308.8,56561.133,
39728,161.082230466059,15.213969,,,,,,,,,,,297774.62,67755.65,73555.8,96247.45,73280.41,92869.33,67270.734,657838.25,83607.44,103356.56,95498.21,95257.38,86459.75,78223.53,95693.87,43637.21,
39475,161.08223591776726,14.089478,,,,,,,,,,,27613.395,16734.082,29152.223,19936.844,11014.735,29086.877,36595.223,43466.95,23147.219,19945.373,59219.61,73838.66,24022.393,67267.7,27183.406,64219.266,
39546,161.08224251628138,14.306232,,,,,,,,,,,38646.867,21609.475,95334.77,102856.56,41664.55,120578.28,73913.73,47127.8,67389.836,74083.75,34932.42,43866.02,64656.92,32312.457,41416.184,119225.78,
39562,161.08224797666156,14.437829,,,,,,,,,,,40242.277,57074.16,50982.5,82227.09,40999.098,27047.023,65553.0,38257.14,129320.64,65065.816,26325.04,0,18528.707,70342.7,26935.96,48285.746,
39580,161.08225639751498,14.562625,,,,,,,,,,,31790.988,92941.24,81606.57,77341.24,31533.252,80461.14,36376.664,70570.24,68028.92,65584.734,68098.55,178194.89,28135.943,108925.445,62218.45,56309.543,
16862,161.09604688720682,7.932361,,,,,,,,,,,0,4811.8984,5823.8726,0,212631.0,154969.6,253657.5,274622.72,241818.47,76924.4,274926.8,293264.94,267599.72,188368.11,94225.54,203268.61,
24663,161.09599756987754,9.197802,,,,,,,,,,,0,0,0,0,86908.805,76726.0,68530.94,84146.33,107778.36,102251.0,166949.73,170202.92,135140.0,176980.81,302275.62,308684.47,
26656,161.09599420939776,9.687753,,,,,,,,,,,0,0,2235.3271,0,124824.87,153501.52,105326.8,130723.54,123414.91,114855.49,146366.11,154496.08,155970.27,209111.17,190634.1,274987.6,
7206,161.09602070043107,6.4156394,,,,,,,,,,,0,35358.414,38024.484,37627.14,68011.16,63294.094,57616.766,58349.863,42405.535,62494.117,55833.176,65991.96,67480.86,77136.555,82396.12,103310.375,
9560,161.09603772005556,6.8089347,,,,,,,,,,,0,54803.35,49587.867,53213.473,59690.82,78708.45,58296.742,77786.98,88048.71,78839.336,101134.3,63486.07,81576.125,113343.68,124834.15,64682.43,
38776,161.1072218838416,13.298457,,,,,,,,,,,333164.1,29974.28,106687.02,35705.59,39972.902,191596.02,20248.871,31205.457,21832.766,34809.34,43351.66,43856.625,9513.987,51293.17,31774.496,20587.72,
39896,161.1072309601754,15.904453,,,,,,,,,,,35725.18,29340.146,27135.385,32048.164,29954.629,29637.205,24073.441,30031.883,27816.547,26031.16,24038.523,24649.77,31116.914,29580.953,29465.244,27851.586,
39810,161.10734354330927,15.747718,,,,,,,,,,,184258.86,153207.11,165590.25,159784.94,146504.72,144535.44,136842.25,105055.555,150762.72,99764.46,141226.47,119258.91,125275.82,131121.48,136740.61,128270.664,
30646,161.13228372356454,10.748315,,,,,,,,,,,0,0,0,0,108624.02,166316.08,112730.234,126298.35,102937.414,111673.98,150440.48,148168.62,155640.38,109773.555,137298.03,159918.06,
31892,161.1325224657841,11.064378,,,,,,,,,,,0,4053.2515,0,3796.3223,122658.875,104383.72,101651.24,111855.25,112272.36,121651.62,152525.06,139698.06,137308.42,181714.38,222071.33,143927.86,
7306,162.0550807920681,6.4188237,,,,,,,,,,,0,0,0,0,42662.992,46254.2,46529.89,38058.387,46680.723,47621.402,57508.293,53216.086,57420.676,109299.68,120168.65,113072.11,
719,162.05511687843193,3.129082,,,,,,,,,,,0,0,0,0,73242.69,75615.3,75305.77,80606.11,75332.766,78510.82,86570.836,89765.08,89759.62,77087.09,80976.0,85402.33,
1026,162.1278105050875,4.644693,,,,,,,,,,,0,114146.09,115995.76,131747.69,0,0,0,0,0,0,7743.255,2360.4888,2625.926,32614.914,23269.365,27646.266,
9745,162.99821009220497,6.835991,,,,,,,,,,,966247.5,54544.918,51386.86,53793.68,4276.026,6263.766,2131.88,3354.0032,2099.6235,2337.4453,0,3178.8706,4963.486,1699.8346,4363.369,2562.2822,
4716,162.99823660306157,5.946556,,,,,,,,,,,67774.33,59862.64,66120.945,676885.4,11114.1,6385.7695,5215.171,2080.5396,7411.898,2047.8904,2107.1995,2375.8694,1598.637,4837.621,2997.796,4157.2695,
37124,163.03882920255361,12.677437,,,,,,,,,,,0,0,0,0,6468.5264,10993.946,12194.99,12226.487,12181.198,11658.078,18990.32,17129.08,15222.358,79167.28,76507.23,76720.62,
20592,163.03901883381323,8.422805,,,,,,,,,,,0,0,0,0,317005.84,328755.2,338439.22,327696.4,339758.4,342035.38,414884.88,428785.1,418785.72,290767.72,306019.84,321443.97,
32665,163.0390823343555,11.260867,,,,,,,,,,,0,0,0,0,104485.58,108150.67,105737.83,108617.43,98539.125,98802.05,111793.97,116404.26,118595.805,253954.52,275121.9,274581.3,
23554,163.07545377297356,8.972687,,,,,,,,,,,0,41149.203,31624.562,40150.33,60623.57,17604.828,23256.768,34252.547,55573.12,49455.816,64744.984,68782.15,138557.94,224318.38,147723.14,127863.6,
26570,163.11178114249844,9.662363,,,,,,,,,,,0,572657.6,502206.72,550880.8,61296.023,69459.82,82553.56,49316.992,75820.08,93518.445,246488.44,197398.36,220099.27,531082.75,585192.06,617146.56,
23465,163.11181075386597,8.925278,,,,,,,,,,,0,36841.824,33954.582,32440.258,49779.453,32650.244,22904.62,43789.418,27207.734,44550.336,68948.14,62643.7,32122.484,79978.2,112921.52,123753.875,
36528,163.14813909297885,12.505508,,,,,,,,,,,0,0,0,0,107341.5,127605.91,149642.16,139214.19,186313.55,150794.17,185275.1,207275.66,222756.31,344247.47,339248.9,310629.94,
29752,163.1481602891699,10.54702,,,,,,,,,,,0,0,0,0,76680.94,95903.69,94666.76,93274.234,85735.02,90289.016,116015.57,110389.51,117749.266,13953.988,17049.932,19892.756,
13557,164.0706117558883,7.391863,,,,,,,,,,,0,33764.02,35317.13,32213.324,18084.02,16517.766,16257.128,12714.376,11804.1455,12804.5,19408.117,22033.018,24028.559,25308.049,19857.492,25555.99,
487,164.09322441262458,1.2551113,,,,,,,,,,,0,15867.418,17065.924,17252.53,21205.389,20980.566,24547.838,22912.08,21109.297,23189.096,30472.32,27429.777,30528.441,41164.105,38199.26,47241.34,
575,164.10715597761003,1.4645276,,,,,,,,,,,0,39427.555,49016.043,42756.312,0,0,0,0,0,0,20502.115,14709.497,16549.518,36435.08,38636.21,32348.596,
5482,164.14338644432823,6.1175904,,,,,,,,,,,0,105229.09,107062.08,66796.66,0,0,1916.7222,1730.0559,0,3469.3015,11348.635,4554.815,4258.7393,15845.249,61719.465,46744.414,
6933,164.1433994855766,6.412962,,,,,,,,,,,0,387204.12,356679.5,503304.5,0,0,5560.27,0,2568.698,4932.233,62463.61,32237.86,61721.277,225689.27,211363.97,82546.86,
39902,164.14346047822053,15.920498,,,,,,,,,,,317236.94,297194.4,292336.38,299095.22,260808.83,262481.12,261307.22,254930.08,271476.44,249505.33,258032.02,230666.06,246704.45,251081.97,267563.3,244353.73,
10261,164.14344905642253,6.923743,,,,,,,,,,,0,140096.02,67994.01,133880.84,0,0,0,0,0,0,2399.5874,4337.9067,5431.7437,48545.582,32379.342,18013.375,
32526,165.0546137429609,11.225351,,,,,,,,,,,280440.1,0,0,0,168389.53,146668.42,154934.72,173260.77,170375.38,153662.78,172899.94,147448.72,178517.16,158370.97,157786.39,164335.23,
33743,165.0547693274931,11.539263,,,,,,,,,,,15893.008,0,0,0,0,0,0,0,5335.296,0,0,0,0,3083.666,3386.1152,0,
17228,165.05477448035177,7.907437,,,,,,,,,,,0,0,0,0,19214.758,19719.738,7349.2026,11265.41,21594.04,10733.803,15140.982,8888.63,7561.9253,10901.681,17044.904,4624.4126,
20657,165.05475640485827,8.431042,,,,,,,,,,,0,0,0,0,21019.275,28485.71,30898.19,24497.67,19225.291,26186.996,34913.242,24765.502,29885.35,26570.09,35784.676,39330.348,
18090,165.05474724815454,8.012755,,,,,,,,,,,0,0,0,0,7183.92,5591.658,8049.908,9152.546,18608.424,9677.254,10141.509,23300.36,15330.668,8670.729,18225.646,35152.066,
39930,165.98302901313468,16.058916,,,,,,,,,,,182905.2,142739.77,151163.22,141884.73,128363.67,102111.68,115098.81,112404.29,131142.44,97631.68,110821.4,59174.234,66194.336,81898.93,114930.66,22798.027,
39820,165.98304530952436,15.800618,,,,,,,,,,,86694.92,39464.156,48284.77,42360.9,41445.043,38701.04,39906.246,37633.387,54480.73,39568.08,39350.1,35288.52,39060.95,49254.664,38050.72,40027.633,
656,166.08639496983605,2.1780717,,,,,,,,,,,0,0,0,0,55086.42,67526.33,66547.19,42180.746,36496.15,44454.24,67790.24,70847.85,66398.09,76119.11,64780.45,70763.766,
3187,166.12267437748753,5.613907,,,,,,,,,,,0,16990.877,19080.654,19137.992,0,0,0,2231.0024,0,1851.6113,4123.9,6297.5244,5761.323,14848.628,13720.529,15191.6,
5256,166.12262213763802,6.079041,,,,,,,,,,,0,193660.58,189170.27,186394.8,0,0,5274.528,0,7507.0864,9211.493,12141.043,28081.305,34771.89,106128.49,59642.133,60844.418,
29149,167.08545910297792,10.400659,,,,,,,,,,,33344.676,0,0,0,31927.125,45002.617,30103.03,44324.637,64163.21,59147.06,78427.67,72318.12,12391.257,90936.78,112078.73,80625.56,
29777,167.0853602716394,10.556686,,,,,,,,,,,16918.8,0,0,0,54666.92,46370.66,16545.625,51687.766,11198.453,31417.646,26464.895,22818.275,30590.32,60938.63,48833.125,58270.402,
26240,167.1067701433131,9.570319,,,,,,,,,,,0,74994.8,58720.066,73196.48,22984.918,22862.947,41984.4,19893.13,31560.969,31917.209,58741.793,62531.62,53367.453,117092.44,119602.0,116999.65,
35543,167.14314305614516,12.166686,,,,,,,,,,,0,0,0,0,38030.855,38752.457,37434.934,39632.438,47083.555,28476.215,63797.023,54628.57,61769.586,69970.016,74887.0,99967.62,
6023,167.154337924472,6.193035,,,,,,,,,,,0,86736.46,81765.97,85638.75,0,0,1810.6775,0,2293.4946,1843.8364,25187.58,21971.816,22012.504,45542.574,51006.484,51008.59,
6049,168.08805704395718,6.195926,,,,,,,,,,,13460.973,0,0,0,153135.28,168705.97,143756.95,168453.02,131907.36,138955.52,211582.14,206114.66,199348.36,455354.34,467811.2,494741.38,
577,168.13842102918767,1.4791474,,,,,,,,,,,0,85550.9,94058.59,90050.26,0,0,2644.315,0,0,0,28505.465,27479.96,26535.748,87948.93,89774.2,84300.945,
22317,168.13842135972334,8.716817,,,,,,,,,,,0,43394.254,38478.434,41499.75,0,0,3365.7246,0,1919.4685,2331.8945,19243.734,14986.279,22301.781,6371.6406,6408.207,11106.108,
866,169.0432167233436,4.36242,,,,,,,,,,,0,0,0,0,21949.725,21610.346,25634.508,29233.363,23700.451,26195.021,28791.906,28985.889,28206.883,21548.18,25287.902,29022.826,
8087,169.08583963529233,6.5541635,,,,,,,,,,,0,0,0,0,38778.2,39546.484,33943.207,33198.37,42522.438,38202.547,42087.223,49437.734,45207.902,46991.73,46048.48,42737.316,
9716,169.08588855625717,6.8254046,,,,,,,,,,,0,0,0,0,105673.4,126911.914,116175.68,125589.336,117672.92,114265.99,154620.23,181842.11,162187.97,184989.39,164431.39,191314.9,
1,169.97741545797393,0.023131214,,,,,,,,,,,59942.867,28244.62,31366.367,29495.477,36589.85,23260.658,23572.412,26680.025,44175.668,22225.758,40238.56,17304.594,27680.951,27147.906,33149.855,27776.281,
39941,169.977423260979,16.09487,,,,,,,,,,,653680.9,335341.78,474436.78,387323.12,341611.44,352697.44,345172.44,352992.56,393005.2,340663.88,306644.94,308356.75,303431.25,372239.62,313320.03,286323.62,
39432,170.0963892110344,13.956549,,,,,,,,,,,0,16085.915,39409.688,25099.348,24477.328,22456.104,29720.678,18615.238,28193.62,24547.525,49035.98,38614.84,37160.453,39092.14,27014.434,39480.45,
11992,170.09642874625715,7.154552,,,,,,,,,,,2699.3608,0,2413.212,2453.8472,411195.56,482659.0,468073.25,467504.03,418892.62,463471.75,504493.03,538752.5,515074.25,369170.28,442653.25,426068.5,
39217,170.0964057617464,13.649291,,,,,,,,,,,49146.566,61181.094,38893.74,29632.805,26393.58,55256.277,29102.713,13998.644,35912.234,60060.547,40169.773,34503.797,30882.883,77239.586,28421.22,19645.172,
38906,170.09641139188017,13.371071,,,,,,,,,,,98659.49,15254.191,112223.79,63684.09,44681.945,311362.0,50308.043,54255.96,129583.01,59041.74,67319.836,64497.414,55084.56,67942.13,161564.81,75084.305,
38298,170.0963919079904,13.065156,,,,,,,,,,,576388.06,88325.44,87380.73,231133.16,409965.78,42253.465,39300.773,77249.33,244238.05,228639.97,153604.45,49281.664,156380.44,111405.06,130135.16,103318.93,
38583,170.09639861788554,13.152398,,,,,,,,,,,98648.266,347803.72,132189.8,24474.656,77229.664,70064.07,275923.84,294082.78,36561.47,72726.24,113741.58,90105.92,47139.168,72576.75,63545.402,63761.32,
39320,170.0964199228708,13.814102,,,,,,,,,,,31678.36,25171.773,14128.205,56265.035,80731.375,16884.074,37116.484,37614.637,30545.38,25512.654,46283.016,31193.777,14972.826,41419.766,21143.861,17181.68,
39812,170.0964315664073,15.759276,,,,,,,,,,,75698.99,59022.758,44837.11,65188.78,69201.44,60438.934,58578.34,68722.984,59802.566,55455.16,63268.977,55953.51,59016.605,80415.695,59987.4,74415.58,
31880,171.11674921048598,11.055036,,,,,,,,,,,0,0,0,0,56378.707,34719.9,73120.63,45761.72,40984.69,54775.133,62768.32,64804.777,59772.22,133065.14,97505.734,131237.39,
28463,171.1378515514788,10.216953,,,,,,,,,,,0,0,0,0,59470.613,69607.19,67590.94,63020.594,63632.754,71206.75,68622.734,75888.88,77499.875,47963.184,48929.125,57972.68,
13672,171.14923198138334,7.3889155,,,,,,,,,,,30227.447,68275.15,66932.67,62827.18,67315.414,66112.234,65406.715,67359.94,63925.96,74032.88,77765.26,85392.45,81450.35,80632.89,91128.37,95770.16,
27898,172.16954216822253,10.049076,,,,,,,,,,,5955.4404,6238.8643,3694.1426,3482.3506,1624740.9,1625157.4,1701037.8,1601934.0,1697067.2,1592133.8,1874719.5,1886092.9,1902480.6,1750138.1,1625248.2,1748483.1,
29763,172.16945824479959,10.5477085,,,,,,,,,,,0,17631.922,16073.639,17013.012,271384.22,270729.7,271243.34,282047.38,278886.28,284900.0,327864.94,296570.2,317383.44,61712.992,62319.484,69743.29,
28993,172.16945716063017,10.36993,,,,,,,,,,,0,0,0,0,140552.27,73541.6,76824.57,113504.1,130463.55,77971.48,95434.89,98257.95,123610.99,145142.53,132741.02,69833.63,
39935,172.95640162856287,16.086674,,,,,,,,,,,81954.055,55260.992,44649.766,52710.062,53402.25,43038.695,40973.453,37161.42,48134.023,46085.867,47318.223,49673.332,38779.39,54369.47,57509.867,49965.547,
270,172.95640462018486,0.8884138,,,,,,,,,,,48343.098,11587.442,12030.359,10932.314,11124.419,6104.5903,11295.227,9641.667,5228.4463,9049.94,5455.411,10905.193,11573.15,3354.7227,10884.158,12463.001,
14691,173.09606992160607,7.5281053,,,,,,,,,,,0,0,0,0,294500.72,126143.66,195665.67,236180.58,67006.57,117814.79,135373.25,291373.47,71565.086,102413.47,30526.137,133946.4,
28355,173.09608415167017,10.196319,,,,,,,,,,,0,0,0,0,68442.77,24569.432,38760.18,43322.33,66925.234,57209.68,92583.24,94546.61,70835.74,76290.83,164381.38,136396.22,
36523,173.13241962101787,12.501988,,,,,,,,,,,0,0,2121.752,1538.6807,39445.3,61620.1,82576.11,65366.35,82701.56,82341.195,84045.805,110539.31,100938.66,194276.22,211146.67,190351.28,
29684,173.1325782417111,10.533585,,,,,,,,,,,0,41861.19,40899.992,48612.254,55472.055,102470.54,69630.23,75671.76,34013.57,66216.734,106001.85,93509.375,109127.39,74375.54,61108.234,35872.227,
32597,173.1327036878942,11.20347,,,,,,,,,,,0,7646.8755,5245.35,8041.227,81772.42,55512.293,103570.67,61336.758,87462.18,83370.77,133221.5,154555.52,143364.81,124752.43,91230.914,99202.31,
21161,173.13267108316276,8.512425,,,,,,,,,,,0,60261.32,72643.93,67988.625,24162.094,51050.547,31819.04,13195.568,13507.906,36650.062,50993.715,54813.58,36474.17,31546.17,33243.875,43361.523,
33271,173.13266230529413,11.42309,,,,,,,,,,,0,0,1884.9305,0,75279.73,50906.2,65959.766,49825.723,51190.594,52385.742,61949.42,74481.39,57814.63,77249.164,91338.94,50687.91,
31203,173.1326275752078,10.874554,,,,,,,,,,,0,36077.582,45877.53,36715.656,23869.14,47419.688,24699.375,44705.598,44448.977,42627.887,56135.43,41482.156,27654.496,71835.05,16887.777,62460.523,
35478,174.1276122187295,12.151845,,,,,,,,,,,22201.68,6560.3364,7200.6196,7192.74,59336.47,60523.367,53710.06,48862.36,49468.66,55209.133,57190.418,57938.746,54176.83,26047.01,36364.582,17441.133,
13005,174.18538908696087,7.2937984,,,,,,,,,,,0,54057.62,56698.68,59506.63,0,0,0,0,0,0,0,0,0,0,0,0,
27991,175.1117182458721,10.071206,,,,,,,,,,,0,0,0,0,70767.766,68822.19,96891.484,80512.375,91092.46,87016.02,144023.4,100654.48,110465.6,202670.31,143896.22,195499.8,
21204,175.11173289173604,8.5319195,,,,,,,,,,,0,56912.555,80900.69,65016.254,69624.56,69815.61,73793.73,102278.29,92558.3,109343.4,117945.58,129251.76,134886.39,53349.023,131375.0,102425.195,
29512,175.11172708173996,10.486317,,,,,,,,,,,0,0,0,2486.4832,116627.18,135403.36,124514.234,120489.234,158139.58,124364.62,157694.39,163283.66,150562.33,178370.86,191281.28,204152.14,
