row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,t2_Ec_C.mzML Peak area,t2_BS_C.mzML Peak area,t1_BS_C.mzML Peak area,t0_BS_C.mzML Peak area,t0_Ec_C.mzML Peak area,t1_Ec_C.mzML Peak area,Blank_B.mzML Peak area,Blank_A.mzML Peak area,t0_Ec_3.mzML Peak area,t0_Ec_1.mzML Peak area,t1_BS_3.mzML Peak area,t1_BS_1.mzML Peak area,t2_BS_2.mzML Peak area,t1_Ec_2.mzML Peak area,t0_Ec_2.mzML Peak area,t1_BS_2.mzML Peak area,t3_Ec_1.mzML Peak area,t1_Ec_1.mzML Peak area,t3_Ec_3.mzML Peak area,t1_Ec_3.mzML Peak area,t2_Ec_1.mzML Peak area,t2_BS_3.mzML Peak area,t2_BS_1.mzML Peak area,t3_Ec_2.mzML Peak area,t4_Ec_3.mzML Peak area,t3_Ec_C.mzML Peak area,t0_BS_2.mzML Peak area,t4_Ec_2.mzML Peak area,t3_BS_1.mzML Peak area,t4_BS_3.mzML Peak area,t4_BS_1.mzML Peak area,t2_Ec_3.mzML Peak area,t3_BS_2.mzML Peak area,t3_BS_C.mzML Peak area,t2_Ec_2.mzML Peak area,t3_BS_3.mzML Peak area,t0_BS_3.mzML Peak area,t0_BS_1.mzML Peak area,t4_Ec_C.mzML Peak area,t4_BS_C.mzML Peak area,t5_Ec_1.mzML Peak area,t6_Ec_1.mzML Peak area,t4_Ec_1.mzML Peak area,t7_BS_1.mzML Peak area,t5_Ec_2.mzML Peak area,t4_BS_2.mzML Peak area,t5_BS_C.mzML Peak area,t5_Ec_C.mzML Peak area,t5_BS_3.mzML Peak area,t5_BS_2.mzML Peak area,t5_Ec_3.mzML Peak area,t5_BS_1.mzML Peak area,t6_Ec_2.mzML Peak area,t6_BS_C.mzML Peak area,t6_BS_1.mzML Peak area,t6_Ec_C.mzML Peak area,t6_Ec_3.mzML Peak area,t7_Ec_C.mzML Peak area,t8_Ec_2.mzML Peak area,t7_Ec_3.mzML Peak area,t7_Ec_1.mzML Peak area,t7_Ec_2.mzML Peak area,t8_Ec_3.mzML Peak area,t7_BS_3.mzML Peak area,t8_Ec_C.mzML Peak area,t7_BS_2.mzML Peak area,t7_BS_C.mzML Peak area,t8_BS_2.mzML Peak area,t8_BS_3.mzML Peak area,t8_BS_1.mzML Peak area,t6_BS_2.mzML Peak area,t6_BS_3.mzML Peak area,t9_Ec_C.mzML Peak area,t9_Ec_1.mzML Peak area,t8_Ec_1.mzML Peak area,t9_Ec_3.mzML Peak area,t8_BS_C.mzML Peak area,t9_Ec_2.mzML Peak area,t9_BS_C.mzML Peak area,t9_BS_3.mzML Peak area,t9_BS_1.mzML Peak area,t9_BS_2.mzML Peak area,
24,267.0350524866283,0.18065521,,,,,,,,,,,0,0,0,0,0,0,0,45247.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,284.0488609503844,0.18596451,,,,,,,,,,,0,0,0,0,0,0,0,18446.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,179.0925182298967,0.2059272,,,,,,,,,,,0,0,0,0,0,0,0,52717.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,284.04894655623593,0.2098544,,,,,,,,,,,0,0,0,0,0,0,0,20749.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69338.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,161.0821244009174,0.22218175,,,,,,,,,,,0,0,0,0,0,0,172294.25,254099.7,0,0,0,0,0,0,0,0,0,0,0,336913.06,180094.38,0,88754.18,96698.09,0,0,0,0,0,260505.0,109847.22,0,0,0,0,217732.1,0,0,0,204144.86,0,86460.5,0,0,0,106408.47,0,0,0,0,0,0,0,0,0,0,168647.47,0,173936.22,0,108482.836,0,184417.31,0,96712.58,271942.44,0,0,0,0,0,0,153268.67,0,76866.87,0,0,117190.24,172093.22,176747.69,0,0,
34,281.0507404941894,0.22444944,,,,,,,,,,,5766247.0,0,5378667.0,0,5049330.5,0,4957039.0,1160576.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4952906.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,227.0218924279452,0.24148057,,,,,,,,,,,0,0,0,0,0,0,0,45809.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,267.03521145578196,0.25445145,,,,,,,,,,,0,0,270669.12,0,0,0,0,87100.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188714.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382623.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490256.5,0,0,0,0,0,0,
43,179.09252903961834,0.26882547,,,,,,,,,,,0,0,0,0,0,0,0,24128.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,445.11994505289965,0.27517855,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111718.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,239.09459730878476,0.27606767,,,,,,,,,,,0,0,0,0,0,0,0,89179.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,302.05858246853904,0.27606767,,,,,,,,,,,0,0,0,0,0,0,0,45985.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,284.04897862122755,0.29124108,,,,,,,,,,,0,0,0,0,0,45817.29,0,14612.701,0,0,127769.734,0,123643.766,0,0,0,0,0,144551.81,0,103408.12,0,87621.97,141756.58,0,0,0,71652.2,0,95007.84,0,0,0,0,0,0,0,0,0,0,147599.69,0,0,0,0,0,137709.25,0,140709.11,0,152404.78,0,0,138757.31,0,147850.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158943.36,
49,281.05076829139324,0.29333732,,,,,,,,,,,0,0,0,4975924.0,0,0,0,1636845.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3831062.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,227.0219199898945,0.32929665,,,,,,,,,,,0,0,0,0,0,0,0,37402.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92895.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,302.0586386864318,0.33534443,,,,,,,,,,,0,0,0,0,0,0,0,48358.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92388.73,0,0,0,0,0,0,133040.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,239.09466777127508,0.33759403,,,,,,,,,,,0,0,0,0,0,0,0,60237.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140903.78,0,0,0,0,0,0,131331.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,161.082130405628,0.35018423,,,,,,,,,,,153208.97,0,0,0,0,0,0,134699.83,0,0,0,0,417739.66,0,0,0,0,0,0,0,0,0,0,179331.3,0,261744.89,0,0,0,75267.84,0,0,158463.42,0,0,271726.84,0,233508.6,0,0,272735.62,183599.25,0,0,184319.39,0,104662.69,210130.88,0,0,0,0,0,0,0,162122.95,557377.5,331558.47,76128.24,196017.45,111369.59,0,0,0,85951.46,0,810781.75,167287.56,191999.75,0,0,129872.91,0,172402.52,0,0,355173.94,0,186807.58,166906.97,166395.14,0,
61,179.09246381716602,0.36961842,,,,,,,,,,,0,0,0,0,0,0,0,32261.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,281.0506104126488,0.36961842,,,,,,,,,,,0,0,0,0,0,0,0,835936.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,284.04876672378424,0.36961842,,,,,,,,,,,0,0,0,0,0,0,0,26567.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,227.02194309414762,0.3769911,,,,,,,,,,,0,0,0,0,0,0,0,37538.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103989.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,267.0351829481422,0.37792712,,,,,,,,,,,307617.88,0,0,0,0,0,241072.14,50824.848,0,0,0,0,0,0,217466.56,0,0,0,326263.12,0,0,0,0,0,0,0,0,333201.8,260261.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382668.44,0,0,0,0,0,0,0,404931.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,284.04890357420356,0.38116845,,,,,,,,,,,0,0,0,0,0,0,0,12386.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,741.1942955170673,0.38577822,,,,,,,,,,,0,0,0,0,0,0,0,26318.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,239.09455479673042,0.39513972,,,,,,,,,,,0,0,0,0,0,0,0,33620.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,266.99888239222446,0.41048717,,,,,,,,,,,0,0,0,0,0,0,0,16327.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39996.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,302.05840096640003,0.41591847,,,,,,,,,,,0,0,0,0,0,0,0,48739.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,161.08210905101674,0.43126693,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88825.38,0,0,0,0,0,0,0,0,0,0,
85,281.0508045398035,0.4564751,,,,,,,,,,,0,5527602.5,0,0,0,5192061.5,0,1632656.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6976852.0,0,0,0,0,0,0,
86,284.04897548168293,0.45873362,,,,,,,,,,,0,0,130463.82,0,0,0,121327.21,13846.307,0,0,0,121119.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139074.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141790.16,0,0,0,139931.42,0,0,0,0,0,0,0,0,0,0,0,0,0,151041.83,0,0,0,0,0,0,0,0,0,0,0,0,0,172691.81,0,0,0,0,
88,355.06957055136775,0.4636457,,,,,,,,,,,0,0,45400.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54136.19,
89,267.0350895167357,0.4663418,,,,,,,,,,,0,0,0,0,0,0,0,52397.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303702.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,161.08211212216574,0.50343966,,,,,,,,,,,136633.36,0,329361.53,621443.3,415745.53,54111.914,52152.19,201986.77,493026.03,662816.94,240332.92,1494666.1,0,150041.39,608143.0,1425199.2,295504.22,173251.86,173472.62,0,126028.87,412242.38,0,103480.805,0,119988.81,498408.38,269773.72,144904.95,146014.88,0,176101.08,76282.43,119920.15,191259.44,0,0,0,60157.727,111431.09,121636.52,72725.83,248450.83,975688.4,118742.15,197126.0,222084.02,165471.17,102395.2,120344.98,213494.1,0,1331088.2,113122.62,484712.84,235057.9,246502.27,207330.75,107943.875,87080.71,165346.61,273017.94,107563.12,150273.06,92954.33,369831.22,224968.94,195752.03,74864.94,0,139588.6,92662.81,155719.67,63749.793,300017.7,89184.76,64405.934,0,81180.65,139235.95,52632.38,191290.61,
95,179.09257993302512,0.50766194,,,,,,,,,,,0,0,0,66376.8,66341.2,0,0,47966.34,24945.006,0,0,90049.086,0,0,51764.406,88397.01,0,0,0,0,0,0,0,0,0,0,13394.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6343.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,245.09536913826028,0.51951474,,,,,,,,,,,0,0,0,0,0,0,0,0,0,105098.74,0,0,0,0,0,0,20048.074,0,0,0,0,0,0,0,62141.04,61229.266,0,0,0,0,0,0,68410.98,0,60493.59,0,0,0,0,67825.43,0,0,0,0,0,0,0,0,0,0,0,0,0,71027.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63450.434,0,0,0,0,0,0,0,0,34075.53,0,0,
101,182.0290426409648,0.51968694,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30438.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,181.0970837793944,0.5202799,,,,,,,,,,,0,0,0,0,0,0,0,0,0,75002.09,0,0,0,0,0,0,16139.823,0,0,0,0,0,0,0,47373.645,43597.742,0,0,0,0,0,0,50114.707,0,46208.46,0,0,0,0,51684.332,0,0,0,0,0,0,0,0,0,0,0,0,0,52428.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31561.912,0,0,
108,157.09713692955467,0.52110726,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10152.913,0,0,0,0,14823.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8836.821,0,8736.579,0,0,0,0,0,7924.04,0,0,0,0,0,0,0,12547.31,0,0,0,0,0,0,0,0,0,5982.319,0,0,0,0,0,0,14335.186,0,0,0,0,0,0,0,0,14589.145,0,0,
109,158.96134653004222,0.5212367,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,84038.06,0,0,0,0,0,0,0,132914.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227910.6,0,0,0,150747.66,171839.17,114963.97,89776.84,0,138664.9,0,146792.14,0,0,0,0,0,0,0,0,0,150827.53,0,0,95063.945,217352.64,193367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,166.10292054170424,0.5221535,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11774.105,
114,160.07564992371218,0.52258676,,,,,,,,,,,0,0,0,0,0,0,0,0,183770.88,304328.34,0,401620.97,0,0,412781.25,0,144607.38,151759.14,0,0,0,0,0,0,355598.12,329247.16,250721.6,0,0,0,0,0,593663.9,0,343029.94,0,0,404429.66,247149.9,567389.25,0,0,0,0,0,523318.78,0,0,0,0,0,0,0,775052.0,0,0,0,0,0,0,0,0,0,645107.75,0,0,0,0,0,0,954094.75,0,0,0,0,275424.5,0,0,0,1050392.2,0,0,
